V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
0.0,2.0,v1,v3,0.04,v2,1.0,1.0,v2,2.0,35383.0,v2,v1,v3,v4,0.41,738.0,29.5,v2,51.0,66.9,0.93,264.0,3.0,v4,1.0,284.0,2.0,0.922,713.0,v1,0.581,604.0,v5,4675.0,0.294,v3,v4,v1,v2,2.0,6444.0,4.0,v2,7.65,0.0,v1,v1,v3,2.0,v4,3.0,6.64,0.0,v1,v5,v3,v3,54864.0,6391.0,44.6,0.0,34.2,v3,0.0,v2,22298.0,v4,v2,5.57,0.0,7363.0,0.15,6231.0,0.0,69.0,82.8,4.0,v1,0.0,v3,4.06,v2,v2,44.9,3.54,3.0,768.0,v3,v3,2.0,v1,v1,1.0,5087.0,v2,v1,v6,v1,v5,0
1.0,2.0,v2,v3,0.4,v3,0.0,2.0,v2,2.0,71919.0,v1,v2,v2,v4,0.18,791.0,37.2,v1,64.0,69.1,0.914,195.0,2.0,v2,1.0,437.0,4.0,0.935,558.0,v1,0.504,592.0,v3,6016.0,0.466,v5,v4,v5,v2,1.0,6217.0,4.0,v2,7.59,3.0,v5,v3,v1,0.0,v3,3.0,7.14,0.0,v4,v3,v3,v2,54506.0,6316.0,28.0,0.0,30.2,v5,0.0,v1,19796.0,v1,v4,6.9,3.0,6948.0,0.66,2947.0,1.0,70.0,79.1,5.0,v5,1.0,v4,3.62,v1,v2,61.5,7.42,1.0,655.0,v5,v2,2.0,v2,v1,0.0,6096.0,v4,v1,v2,v1,v1,1
0.0,2.0,v3,v3,0.42,v2,0.0,2.0,v3,0.0,71925.0,v2,v2,v4,v3,0.27,850.0,33.2,v1,60.0,79.2,0.881,285.0,3.0,v2,0.0,373.0,0.0,0.938,743.0,v1,0.662,659.0,v2,5204.0,0.535,v3,v4,v5,v2,0.0,7311.0,4.0,v5,7.46,0.0,v3,v3,v6,2.0,v3,1.0,7.29,1.0,v3,v2,v2,v1,44686.0,6345.0,86.2,0.0,29.1,v1,2.0,v1,18754.0,v2,v3,6.84,1.0,6903.0,0.15,2345.0,2.0,83.0,79.5,5.0,v3,1.0,v4,5.42,v2,v2,46.1,4.58,1.0,444.0,v5,v1,2.0,v2,v1,1.0,5393.0,v4,v3,v1,v2,v2,1
1.0,4.0,v6,v2,0.43,v2,0.0,1.0,v1,2.0,70399.0,v2,v1,v5,v6,0.18,862.0,31.7,v2,64.0,68.5,0.93,260.0,2.0,v1,1.0,449.0,2.0,0.943,747.0,v2,0.601,646.0,v2,4005.0,0.161,v3,v2,v5,v1,3.0,6152.0,2.0,v4,7.95,3.0,v1,v3,v5,2.0,v1,2.0,6.9,1.0,v2,v2,v3,v2,50693.0,6515.0,32.9,0.0,31.4,v4,1.0,v2,22811.0,v4,v1,5.58,0.0,6686.0,0.61,2986.0,2.0,86.0,82.2,4.0,v4,1.0,v4,3.69,v1,v2,46.6,4.09,0.0,428.0,v3,v1,0.0,v1,v2,1.0,5494.0,v1,v3,v5,v2,v2,0
1.0,0.0,v5,v4,0.21,v2,0.0,0.0,v1,2.0,72232.0,v2,v1,v4,v1,0.43,309.0,32.6,v1,64.0,84.8,0.869,284.0,3.0,v1,0.0,434.0,4.0,0.933,725.0,v1,0.613,651.0,v2,4030.0,0.144,v2,v4,v1,v2,1.0,6367.0,0.0,v3,8.23,3.0,v2,v2,v4,2.0,v1,1.0,6.95,0.0,v4,v3,v3,v2,54004.0,6832.0,47.2,0.0,34.5,v1,2.0,v2,20259.0,v3,v1,6.92,2.0,6982.0,0.63,3270.0,2.0,63.0,80.5,0.0,v1,1.0,v2,6.36,v3,v2,56.9,4.64,2.0,379.0,v6,v2,1.0,v2,v2,0.0,5893.0,v5,v3,v4,v2,v3,1
0.0,3.0,v1,v4,0.05,v1,0.0,0.0,v1,3.0,36502.0,v3,v2,v1,v1,0.4,431.0,37.1,v2,65.0,67.7,0.949,203.0,3.0,v4,0.0,398.0,3.0,0.919,828.0,v1,0.616,608.0,v1,5165.0,0.162,v2,v1,v1,v2,2.0,6402.0,1.0,v5,7.75,1.0,v4,v2,v2,2.0,v2,2.0,3.82,0.0,v3,v5,v2,v1,52400.0,7040.0,64.4,0.0,31.0,v4,0.0,v2,20112.0,v4,v2,6.6,1.0,6570.0,0.15,5104.0,1.0,69.0,79.5,0.0,v2,1.0,v1,5.44,v1,v2,45.9,4.32,1.0,441.0,v3,v3,0.0,v1,v2,0.0,5096.0,v2,v1,v5,v2,v5,0
0.0,0.0,v6,v2,0.2,v1,1.0,0.0,v1,2.0,38300.0,v1,v1,v3,v6,0.19,283.0,31.1,v1,32.0,66.1,0.879,275.0,4.0,v1,1.0,457.0,4.0,0.928,740.0,v2,0.55,602.0,v5,4054.0,0.507,v4,v4,v4,v1,0.0,5948.0,1.0,v2,7.33,0.0,v4,v1,v4,1.0,v5,3.0,6.59,1.0,v2,v2,v1,v2,53721.0,5929.0,45.6,1.0,29.1,v3,2.0,v2,17843.0,v3,v4,6.58,3.0,6511.0,0.59,2275.0,2.0,71.0,79.6,5.0,v2,1.0,v2,6.85,v3,v2,44.6,4.11,0.0,510.0,v1,v2,1.0,v2,v1,1.0,5524.0,v3,v3,v1,v2,v3,0
0.0,2.0,v5,v1,0.43,v1,0.0,1.0,v2,2.0,71963.0,v2,v2,v3,v1,0.37,264.0,34.1,v2,38.0,70.8,0.898,236.0,2.0,v3,0.0,467.0,4.0,0.935,849.0,v2,0.562,656.0,v3,4032.0,0.457,v1,v2,v3,v1,1.0,5840.0,1.0,v5,7.5,1.0,v6,v1,v3,1.0,v1,2.0,4.82,1.0,v4,v1,v3,v2,54894.0,6450.0,84.1,0.0,60.4,v5,0.0,v2,22569.0,v3,v1,5.58,3.0,7161.0,0.58,3852.0,1.0,73.0,83.4,3.0,v4,1.0,v4,6.1,v2,v1,44.0,3.88,3.0,562.0,v2,v2,1.0,v1,v1,0.0,5264.0,v3,v3,v1,v2,v2,1
0.0,2.0,v2,v3,0.19,v3,1.0,1.0,v4,1.0,71938.0,v1,v2,v5,v2,0.25,878.0,29.9,v1,61.0,83.7,0.844,284.0,4.0,v3,1.0,356.0,1.0,0.909,604.0,v1,0.463,656.0,v3,5264.0,0.731,v4,v2,v4,v2,3.0,6402.0,2.0,v1,8.01,2.0,v3,v2,v3,1.0,v1,1.0,4.85,0.0,v4,v4,v2,v1,42805.0,5719.0,53.4,1.0,31.3,v1,1.0,v1,17663.0,v4,v3,5.58,2.0,6837.0,0.4,2530.0,0.0,68.0,79.2,1.0,v2,1.0,v3,5.82,v1,v2,64.2,4.21,0.0,754.0,v1,v1,1.0,v1,v1,1.0,5260.0,v3,v2,v3,v1,v3,0
1.0,2.0,v1,v4,0.28,v3,0.0,2.0,v4,1.0,64053.0,v3,v1,v4,v2,0.09,862.0,26.5,v1,66.0,68.7,0.923,236.0,4.0,v2,0.0,359.0,1.0,0.931,704.0,v1,0.656,592.0,v6,4020.0,0.346,v5,v3,v4,v1,0.0,6356.0,0.0,v4,7.56,0.0,v5,v1,v5,1.0,v1,1.0,6.95,0.0,v2,v2,v2,v1,52528.0,6546.0,46.2,1.0,29.7,v1,0.0,v1,20749.0,v2,v4,6.69,3.0,7025.0,0.29,7374.0,0.0,91.0,83.2,2.0,v2,1.0,v2,6.88,v2,v1,52.6,4.07,1.0,769.0,v1,v3,2.0,v1,v2,0.0,5505.0,v5,v2,v5,v2,v3,0
0.0,0.0,v5,v3,0.46,v2,1.0,1.0,v4,3.0,33145.0,v3,v2,v5,v4,0.3,312.0,37.1,v1,53.0,83.1,0.882,268.0,3.0,v2,0.0,301.0,3.0,0.916,717.0,v2,0.626,656.0,v1,6439.0,0.511,v4,v2,v4,v1,2.0,6401.0,4.0,v1,7.57,0.0,v1,v1,v5,1.0,v1,1.0,4.17,1.0,v3,v2,v1,v3,53664.0,5677.0,46.7,0.0,32.2,v5,2.0,v1,17225.0,v1,v1,7.28,0.0,6583.0,0.15,2654.0,0.0,68.0,84.4,0.0,v3,0.0,v4,6.09,v1,v1,46.8,4.18,2.0,837.0,v4,v1,1.0,v2,v2,1.0,5123.0,v1,v1,v6,v1,v3,1
0.0,4.0,v2,v3,0.42,v3,1.0,0.0,v3,1.0,77507.0,v2,v1,v3,v4,0.36,860.0,33.5,v2,55.0,75.1,0.898,283.0,4.0,v2,1.0,332.0,4.0,0.93,545.0,v2,0.443,646.0,v3,5573.0,0.331,v1,v3,v2,v2,0.0,6213.0,0.0,v5,8.84,3.0,v6,v2,v4,1.0,v4,2.0,4.82,1.0,v5,v2,v1,v3,52725.0,6171.0,29.4,0.0,60.4,v3,1.0,v2,18317.0,v2,v3,5.58,2.0,6912.0,0.15,2554.0,2.0,86.0,81.4,3.0,v1,0.0,v4,6.53,v1,v1,46.0,6.81,3.0,895.0,v3,v2,1.0,v2,v1,1.0,5756.0,v2,v3,v6,v1,v4,0
1.0,2.0,v6,v4,0.44,v3,1.0,1.0,v1,1.0,71926.0,v1,v1,v4,v4,0.27,486.0,26.3,v2,27.0,77.0,0.821,244.0,4.0,v2,0.0,294.0,4.0,0.924,795.0,v1,0.61,649.0,v5,4731.0,0.306,v1,v3,v2,v1,3.0,7372.0,3.0,v2,7.99,0.0,v6,v2,v4,0.0,v5,1.0,7.28,0.0,v1,v5,v1,v2,52278.0,6494.0,40.3,0.0,55.4,v5,2.0,v2,20095.0,v3,v3,5.57,1.0,7356.0,0.58,2418.0,1.0,79.0,79.6,3.0,v3,1.0,v3,5.46,v2,v1,44.7,8.0,1.0,666.0,v6,v2,1.0,v1,v1,0.0,5722.0,v4,v1,v1,v2,v4,0
0.0,2.0,v4,v4,0.05,v1,1.0,1.0,v4,3.0,34424.0,v2,v2,v2,v6,0.5,878.0,31.0,v2,40.0,83.4,0.873,274.0,1.0,v4,0.0,358.0,2.0,0.932,765.0,v1,0.623,648.0,v6,5547.0,0.463,v5,v1,v4,v1,3.0,5665.0,1.0,v4,7.79,3.0,v2,v2,v4,2.0,v5,1.0,4.73,0.0,v1,v4,v1,v3,60763.0,6301.0,49.0,0.0,61.2,v2,0.0,v1,15708.0,v2,v2,6.58,0.0,7090.0,0.7,3111.0,1.0,72.0,79.0,3.0,v4,0.0,v2,3.64,v2,v2,44.5,6.21,2.0,662.0,v3,v2,0.0,v2,v1,0.0,5102.0,v1,v2,v1,v2,v5,0
0.0,1.0,v4,v3,0.44,v2,1.0,3.0,v1,1.0,71941.0,v2,v1,v5,v6,0.22,719.0,35.6,v1,66.0,68.2,0.929,229.0,3.0,v4,0.0,487.0,4.0,0.91,709.0,v2,0.454,646.0,v6,3976.0,0.183,v3,v3,v5,v1,0.0,5954.0,1.0,v1,8.3,2.0,v3,v1,v6,0.0,v3,0.0,5.19,0.0,v5,v1,v3,v2,51669.0,6344.0,24.7,1.0,43.2,v5,0.0,v1,17827.0,v2,v4,6.8,3.0,6567.0,0.15,2351.0,2.0,82.0,79.6,2.0,v3,0.0,v3,3.7,v1,v2,46.2,4.59,0.0,448.0,v2,v3,0.0,v1,v2,1.0,5104.0,v2,v2,v3,v1,v3,1
0.0,1.0,v1,v4,0.3,v1,1.0,1.0,v1,0.0,72177.0,v1,v1,v4,v3,0.28,806.0,27.3,v2,27.0,80.9,0.813,267.0,4.0,v1,1.0,330.0,3.0,0.911,691.0,v1,0.577,629.0,v4,5173.0,0.798,v5,v3,v4,v2,1.0,5400.0,0.0,v3,7.79,3.0,v6,v1,v5,1.0,v4,2.0,4.97,1.0,v5,v4,v2,v2,46344.0,6271.0,20.1,1.0,30.1,v2,2.0,v2,21525.0,v4,v3,6.56,2.0,6956.0,0.15,3991.0,1.0,74.0,81.9,1.0,v1,0.0,v4,6.53,v2,v1,64.3,3.83,0.0,363.0,v5,v3,1.0,v1,v2,1.0,5200.0,v1,v2,v4,v2,v5,1
0.0,4.0,v6,v4,0.32,v3,0.0,1.0,v2,3.0,43901.0,v3,v2,v5,v6,0.18,741.0,25.6,v1,30.0,72.8,0.927,256.0,1.0,v4,1.0,383.0,2.0,0.932,863.0,v2,0.596,648.0,v2,5073.0,0.266,v3,v2,v2,v1,0.0,6368.0,0.0,v4,7.53,3.0,v5,v1,v3,1.0,v2,3.0,4.39,1.0,v3,v2,v2,v1,43598.0,5906.0,48.4,0.0,33.2,v3,0.0,v1,16662.0,v2,v2,6.94,0.0,6781.0,0.19,2940.0,1.0,70.0,84.5,0.0,v4,0.0,v4,5.96,v2,v1,44.9,5.87,1.0,578.0,v1,v3,1.0,v1,v2,1.0,5592.0,v2,v1,v6,v2,v4,1
0.0,1.0,v2,v4,0.04,v1,0.0,3.0,v3,1.0,71925.0,v2,v1,v5,v3,0.27,803.0,37.1,v2,35.0,73.6,0.921,190.0,3.0,v1,1.0,475.0,4.0,0.935,570.0,v2,0.582,599.0,v1,5471.0,0.419,v2,v1,v4,v1,2.0,5363.0,1.0,v2,7.58,0.0,v2,v1,v3,1.0,v1,2.0,6.92,1.0,v1,v3,v3,v2,45006.0,6660.0,13.2,0.0,45.6,v4,1.0,v1,16072.0,v4,v4,6.84,2.0,6604.0,0.39,6662.0,2.0,85.0,79.4,4.0,v3,0.0,v1,4.1,v2,v1,44.9,7.85,2.0,401.0,v2,v1,1.0,v1,v2,0.0,5833.0,v4,v1,v3,v1,v2,0
1.0,0.0,v6,v1,0.04,v2,1.0,1.0,v3,3.0,48301.0,v1,v1,v1,v4,0.11,447.0,36.8,v1,57.0,75.5,0.879,194.0,3.0,v2,1.0,377.0,0.0,0.938,546.0,v1,0.606,652.0,v4,6208.0,0.154,v2,v2,v1,v2,1.0,5657.0,0.0,v3,7.8,3.0,v3,v3,v6,1.0,v5,0.0,6.96,1.0,v2,v3,v3,v2,41806.0,5822.0,45.5,0.0,29.5,v1,2.0,v2,19893.0,v4,v3,7.2,0.0,7361.0,0.15,6362.0,2.0,89.0,83.2,5.0,v3,0.0,v4,6.73,v3,v2,45.5,4.51,3.0,765.0,v3,v1,0.0,v2,v2,0.0,5954.0,v4,v3,v3,v2,v4,1
1.0,0.0,v6,v3,0.22,v1,1.0,2.0,v4,3.0,72170.0,v3,v2,v5,v2,0.39,890.0,37.2,v1,63.0,76.0,0.919,241.0,3.0,v4,0.0,477.0,3.0,0.94,877.0,v1,0.46,599.0,v3,5746.0,0.651,v5,v3,v1,v1,0.0,6199.0,1.0,v5,8.72,3.0,v4,v3,v6,0.0,v3,0.0,6.93,0.0,v3,v4,v1,v2,58331.0,6466.0,14.8,0.0,35.5,v5,0.0,v2,16087.0,v4,v3,6.62,0.0,6837.0,0.2,2319.0,1.0,68.0,82.4,3.0,v4,1.0,v2,4.01,v2,v1,46.7,4.33,0.0,425.0,v5,v1,2.0,v2,v2,1.0,5560.0,v3,v2,v2,v1,v3,1
1.0,0.0,v3,v1,0.49,v3,1.0,1.0,v2,3.0,75497.0,v3,v1,v2,v6,0.09,445.0,35.7,v1,40.0,69.7,0.89,279.0,4.0,v2,0.0,333.0,2.0,0.935,738.0,v1,0.447,656.0,v5,5030.0,0.753,v1,v2,v5,v1,1.0,6250.0,0.0,v4,7.83,0.0,v2,v1,v3,2.0,v4,2.0,3.93,1.0,v5,v1,v3,v1,64462.0,5903.0,50.5,1.0,36.0,v4,0.0,v1,18228.0,v2,v3,5.57,1.0,6102.0,0.15,4677.0,0.0,85.0,81.2,4.0,v3,0.0,v4,6.67,v2,v2,44.8,3.62,3.0,415.0,v6,v1,0.0,v2,v2,1.0,5566.0,v2,v3,v5,v2,v5,0
1.0,1.0,v5,v2,0.21,v1,1.0,1.0,v3,2.0,30689.0,v2,v1,v1,v4,0.42,774.0,30.6,v1,40.0,79.6,0.889,224.0,1.0,v4,0.0,464.0,1.0,0.929,844.0,v2,0.485,650.0,v3,5892.0,0.691,v4,v4,v1,v2,1.0,6277.0,4.0,v5,7.32,0.0,v4,v1,v4,0.0,v1,3.0,6.21,0.0,v2,v4,v2,v3,70557.0,6192.0,14.1,0.0,51.3,v3,0.0,v1,22942.0,v1,v3,7.14,3.0,6119.0,0.35,6370.0,2.0,76.0,80.7,0.0,v4,0.0,v1,6.12,v3,v1,51.1,3.85,1.0,473.0,v2,v2,2.0,v1,v1,1.0,5399.0,v2,v3,v6,v1,v3,1
0.0,2.0,v5,v3,0.46,v3,1.0,1.0,v2,2.0,86816.0,v3,v1,v4,v2,0.38,824.0,33.7,v1,44.0,72.3,0.918,246.0,0.0,v1,1.0,446.0,0.0,0.943,557.0,v1,0.525,623.0,v5,6374.0,0.458,v1,v1,v4,v2,3.0,6209.0,2.0,v4,7.88,3.0,v1,v3,v5,2.0,v4,1.0,5.01,1.0,v3,v2,v3,v1,52178.0,5951.0,49.0,0.0,31.0,v5,1.0,v1,19059.0,v1,v4,6.6,2.0,7198.0,0.58,2336.0,1.0,71.0,84.0,4.0,v2,0.0,v4,3.96,v3,v1,60.9,5.67,0.0,489.0,v2,v3,2.0,v2,v2,1.0,5565.0,v5,v2,v1,v2,v2,1
0.0,0.0,v2,v2,0.27,v1,1.0,1.0,v3,2.0,71998.0,v3,v2,v2,v2,0.57,385.0,32.4,v1,58.0,81.1,0.812,229.0,4.0,v1,1.0,355.0,1.0,0.929,704.0,v2,0.497,605.0,v1,5320.0,0.475,v4,v1,v2,v1,0.0,5449.0,1.0,v4,8.57,0.0,v1,v2,v5,1.0,v2,2.0,4.92,0.0,v2,v3,v2,v1,58410.0,6366.0,53.5,0.0,30.1,v5,1.0,v1,20312.0,v4,v1,6.68,2.0,6838.0,0.45,4518.0,1.0,81.0,79.4,3.0,v2,1.0,v2,3.45,v3,v1,47.2,6.54,0.0,484.0,v2,v1,1.0,v2,v1,1.0,5912.0,v2,v1,v3,v2,v1,1
0.0,1.0,v6,v4,0.05,v2,0.0,2.0,v2,1.0,46726.0,v2,v2,v3,v2,0.17,903.0,33.6,v2,51.0,71.3,0.874,276.0,4.0,v1,0.0,434.0,1.0,0.943,547.0,v1,0.661,620.0,v1,5685.0,0.51,v2,v3,v4,v1,0.0,6205.0,1.0,v5,7.44,0.0,v5,v2,v3,2.0,v4,3.0,6.75,0.0,v4,v2,v2,v3,54080.0,6443.0,36.5,1.0,61.0,v3,1.0,v2,17727.0,v1,v4,6.18,2.0,6579.0,0.36,6201.0,0.0,67.0,79.8,3.0,v1,1.0,v1,6.45,v1,v2,58.6,7.94,0.0,420.0,v5,v1,0.0,v1,v1,1.0,5995.0,v1,v3,v2,v2,v3,1
0.0,2.0,v6,v2,0.49,v2,0.0,2.0,v3,2.0,41508.0,v3,v1,v4,v6,0.19,847.0,30.4,v1,42.0,77.7,0.874,227.0,4.0,v2,0.0,440.0,2.0,0.917,760.0,v1,0.629,656.0,v3,4063.0,0.161,v2,v4,v3,v2,1.0,6823.0,2.0,v2,8.68,2.0,v3,v1,v4,0.0,v4,3.0,6.87,1.0,v3,v3,v3,v3,51207.0,5911.0,50.8,0.0,60.4,v1,1.0,v2,16847.0,v2,v1,5.57,2.0,6601.0,0.15,2811.0,2.0,87.0,79.5,5.0,v4,0.0,v4,5.42,v2,v2,46.9,4.42,2.0,445.0,v5,v2,1.0,v1,v1,1.0,6019.0,v2,v3,v2,v2,v3,0
1.0,4.0,v2,v2,0.11,v2,1.0,3.0,v2,0.0,35817.0,v1,v1,v1,v5,0.5,818.0,28.5,v1,51.0,82.4,0.942,222.0,0.0,v1,0.0,420.0,4.0,0.931,764.0,v2,0.588,648.0,v1,4061.0,0.657,v1,v2,v1,v2,1.0,6117.0,0.0,v3,7.98,0.0,v3,v3,v1,0.0,v2,2.0,7.17,0.0,v3,v1,v2,v2,48071.0,6347.0,27.2,0.0,30.2,v5,2.0,v2,16516.0,v4,v2,6.74,3.0,6046.0,0.23,3055.0,0.0,85.0,84.5,1.0,v2,1.0,v1,6.14,v2,v1,43.7,4.48,2.0,472.0,v2,v2,0.0,v2,v1,0.0,5571.0,v4,v2,v2,v2,v2,0
1.0,2.0,v1,v2,0.24,v3,0.0,1.0,v4,1.0,71941.0,v1,v1,v3,v2,0.38,863.0,25.8,v1,64.0,80.0,0.855,225.0,2.0,v1,1.0,348.0,1.0,0.937,881.0,v1,0.559,595.0,v2,4660.0,0.831,v4,v4,v1,v1,3.0,6198.0,4.0,v1,7.67,3.0,v6,v3,v6,1.0,v2,2.0,7.09,1.0,v4,v3,v2,v2,44567.0,6673.0,51.2,1.0,61.4,v5,1.0,v2,14390.0,v4,v4,6.64,2.0,7341.0,0.15,3252.0,2.0,71.0,79.5,3.0,v4,0.0,v2,3.61,v2,v2,55.2,3.37,3.0,727.0,v2,v3,0.0,v1,v2,1.0,5755.0,v2,v1,v2,v1,v4,0
0.0,4.0,v3,v4,0.45,v2,0.0,1.0,v2,3.0,49188.0,v2,v1,v4,v3,0.19,799.0,29.9,v1,46.0,69.4,0.917,196.0,4.0,v4,0.0,408.0,2.0,0.928,877.0,v2,0.628,622.0,v3,4143.0,0.139,v3,v4,v3,v1,1.0,5669.0,1.0,v2,7.33,2.0,v6,v3,v1,0.0,v5,3.0,4.1,0.0,v4,v5,v2,v2,62179.0,6326.0,29.6,1.0,61.1,v5,2.0,v1,20167.0,v2,v4,5.57,1.0,6246.0,0.63,2813.0,1.0,70.0,79.0,5.0,v2,0.0,v4,3.62,v2,v1,44.5,4.7,2.0,454.0,v1,v3,0.0,v2,v1,1.0,5164.0,v2,v3,v6,v2,v4,0
0.0,4.0,v5,v3,0.41,v2,1.0,2.0,v2,0.0,30720.0,v2,v1,v2,v4,0.19,863.0,36.8,v2,50.0,81.4,0.82,274.0,4.0,v1,0.0,448.0,0.0,0.931,878.0,v2,0.51,649.0,v2,4047.0,0.571,v3,v1,v1,v2,3.0,6402.0,1.0,v4,7.48,2.0,v6,v1,v3,2.0,v1,3.0,6.0,0.0,v1,v5,v2,v3,46142.0,6154.0,52.9,0.0,60.5,v3,1.0,v2,16092.0,v2,v2,5.57,2.0,5747.0,0.7,2628.0,1.0,69.0,81.5,5.0,v1,0.0,v4,6.87,v1,v2,45.8,3.62,0.0,453.0,v2,v2,1.0,v1,v1,0.0,5214.0,v3,v2,v1,v1,v1,1
0.0,4.0,v5,v4,0.26,v2,0.0,0.0,v3,1.0,32895.0,v3,v2,v1,v4,0.36,286.0,33.0,v1,34.0,82.7,0.845,257.0,3.0,v2,1.0,395.0,2.0,0.929,878.0,v2,0.463,600.0,v6,3973.0,0.486,v5,v1,v3,v2,0.0,6250.0,0.0,v5,7.43,2.0,v5,v3,v3,2.0,v5,0.0,6.48,1.0,v2,v3,v1,v2,40495.0,6340.0,47.4,0.0,33.1,v2,0.0,v1,18724.0,v2,v2,6.97,0.0,6502.0,0.15,2387.0,0.0,69.0,82.9,4.0,v4,1.0,v3,5.73,v1,v1,50.4,5.26,2.0,472.0,v6,v2,1.0,v2,v1,1.0,5597.0,v1,v2,v3,v1,v4,1
1.0,4.0,v5,v3,0.24,v3,0.0,3.0,v1,1.0,94546.0,v3,v1,v1,v5,0.09,291.0,37.2,v2,42.0,77.4,0.831,267.0,2.0,v1,1.0,457.0,2.0,0.914,810.0,v2,0.613,609.0,v4,5127.0,0.145,v2,v4,v1,v2,1.0,5460.0,0.0,v4,7.74,3.0,v4,v2,v1,0.0,v1,2.0,6.88,0.0,v4,v1,v1,v2,52542.0,6319.0,32.9,0.0,30.6,v5,0.0,v1,16479.0,v2,v1,6.29,2.0,6033.0,0.15,3239.0,2.0,69.0,79.5,0.0,v2,0.0,v4,3.64,v3,v2,46.7,3.88,0.0,391.0,v5,v1,2.0,v2,v2,0.0,5541.0,v1,v2,v3,v2,v4,1
0.0,1.0,v6,v4,0.46,v2,0.0,0.0,v2,3.0,79927.0,v2,v2,v3,v3,0.3,308.0,31.1,v1,28.0,68.0,0.836,277.0,1.0,v3,0.0,388.0,1.0,0.91,686.0,v1,0.591,654.0,v4,6761.0,0.164,v3,v2,v4,v2,1.0,6180.0,0.0,v2,7.46,2.0,v4,v2,v2,2.0,v5,0.0,6.11,1.0,v3,v3,v3,v2,43817.0,6551.0,21.0,0.0,61.0,v2,2.0,v2,20888.0,v3,v2,5.76,3.0,5943.0,0.37,2943.0,1.0,75.0,79.1,1.0,v5,0.0,v1,5.73,v3,v1,46.3,6.88,2.0,741.0,v3,v3,0.0,v2,v2,1.0,5507.0,v2,v3,v5,v2,v4,1
1.0,1.0,v1,v1,0.04,v1,0.0,3.0,v4,3.0,43951.0,v2,v1,v5,v3,0.53,384.0,37.1,v2,41.0,70.8,0.921,192.0,2.0,v1,0.0,351.0,0.0,0.928,673.0,v2,0.617,648.0,v2,4040.0,0.494,v3,v2,v2,v1,3.0,6219.0,4.0,v1,8.73,2.0,v3,v2,v2,1.0,v3,3.0,6.26,0.0,v5,v2,v3,v2,53582.0,5758.0,41.0,0.0,52.0,v5,2.0,v1,19797.0,v5,v2,6.56,2.0,7257.0,0.57,6263.0,2.0,68.0,79.6,0.0,v3,0.0,v4,5.67,v2,v2,46.6,3.38,0.0,866.0,v1,v3,2.0,v2,v2,1.0,5649.0,v2,v1,v4,v2,v2,1
0.0,2.0,v2,v2,0.35,v3,0.0,1.0,v4,0.0,79019.0,v1,v1,v2,v2,0.28,658.0,33.5,v2,61.0,79.8,0.936,273.0,0.0,v2,0.0,347.0,4.0,0.925,706.0,v1,0.598,645.0,v3,5328.0,0.148,v5,v1,v3,v2,2.0,6400.0,1.0,v1,7.43,1.0,v2,v1,v4,0.0,v5,1.0,6.37,1.0,v4,v4,v3,v2,49321.0,6298.0,46.6,1.0,29.1,v5,1.0,v2,23176.0,v5,v3,6.78,0.0,6928.0,0.6,6724.0,2.0,69.0,80.0,2.0,v1,0.0,v3,5.43,v2,v2,43.8,4.64,2.0,498.0,v1,v1,0.0,v1,v2,1.0,5506.0,v1,v2,v6,v2,v3,0
0.0,2.0,v5,v2,0.4,v2,0.0,3.0,v2,1.0,71931.0,v2,v1,v2,v2,0.42,352.0,33.3,v2,36.0,84.3,0.919,282.0,1.0,v4,1.0,444.0,1.0,0.937,707.0,v1,0.617,645.0,v4,6647.0,0.148,v1,v4,v4,v1,0.0,6699.0,0.0,v3,7.56,0.0,v5,v3,v2,1.0,v1,2.0,4.85,1.0,v1,v3,v1,v1,60859.0,6717.0,40.7,1.0,29.7,v3,2.0,v1,16077.0,v5,v2,6.92,0.0,6903.0,0.15,4934.0,1.0,62.0,82.4,3.0,v2,1.0,v3,6.59,v2,v2,43.6,3.58,0.0,678.0,v1,v3,1.0,v1,v2,0.0,5543.0,v3,v3,v5,v1,v5,1
0.0,1.0,v6,v1,0.15,v1,1.0,0.0,v4,2.0,72199.0,v3,v1,v5,v4,0.54,819.0,33.3,v2,46.0,66.3,0.888,205.0,2.0,v2,1.0,453.0,0.0,0.91,791.0,v1,0.633,648.0,v1,5256.0,0.58,v3,v1,v5,v1,0.0,6401.0,4.0,v3,7.86,3.0,v6,v2,v6,1.0,v1,1.0,6.96,1.0,v4,v4,v1,v2,53848.0,6742.0,41.1,0.0,31.1,v4,2.0,v1,16087.0,v4,v3,5.88,0.0,7361.0,0.6,2841.0,2.0,69.0,79.1,5.0,v4,0.0,v3,3.63,v3,v2,47.6,4.36,2.0,471.0,v2,v2,0.0,v1,v2,0.0,5517.0,v2,v1,v4,v2,v4,0
